groupe,modèle,mode,temps,formes,personne
-oir,devoir,subjonctif,imparfait,tu dusses,tu
-oir,devoir,subjonctif,imparfait,elle dût,elle
-oir,devoir,subjonctif,imparfait,nous dussions,nous
-oir,devoir,subjonctif,imparfait,vous dussiez,vous
-oir,devoir,subjonctif,imparfait,elles dussent,elles
-oir,devoir,subjonctif,passé,j'aie dû,je
-oir,devoir,subjonctif,passé,tu aies dû,tu
-oir,devoir,subjonctif,passé,elle ait dû,elle
-oir,devoir,subjonctif,passé,nous ayons dû,nous
-oir,devoir,subjonctif,passé,vous ayez dû,vous
-oir,devoir,subjonctif,passé,elles aient dû,elles
-oir,devoir,subjonctif,plus-que-parfait,j'eusse dû,je
-oir,devoir,subjonctif,plus-que-parfait,tu eusses dû,tu
-oir,devoir,subjonctif,plus-que-parfait,elle eût dû,elle
-oir,devoir,subjonctif,plus-que-parfait,nous eussions dû,nous
-oir,devoir,subjonctif,plus-que-parfait,vous eussiez dû,vous
-oir,devoir,subjonctif,plus-que-parfait,elles eussent dû,elles
-oir,pouvoir,indicatif,présent,je peux,je
-oir,pouvoir,indicatif,présent,tu peux,tu
-oir,pouvoir,indicatif,présent,elle peut,elle
-oir,pouvoir,indicatif,présent,nous pouvons,nous
-oir,pouvoir,indicatif,présent,vous pouvez,vous
-oir,pouvoir,indicatif,présent,elles peuvent,elles
-oir,pouvoir,indicatif,imparfait,je pouvais,je
-oir,pouvoir,indicatif,imparfait,tu pouvais,tu
-oir,pouvoir,indicatif,imparfait,elle pouvait,elle
-oir,pouvoir,indicatif,imparfait,nous pouvions,nous
-oir,pouvoir,indicatif,imparfait,vous pouviez,vous
-oir,pouvoir,indicatif,imparfait,elles pouvaient,elles
-oir,pouvoir,indicatif,passé composé,j'ai pu,je
-oir,pouvoir,indicatif,passé composé,tu as pu,tu
-oir,pouvoir,indicatif,passé composé,elle a pu,elle
-oir,pouvoir,indicatif,passé composé,nous avons pu,nous
-oir,pouvoir,indicatif,passé composé,vous avez pu,vous
-oir,pouvoir,indicatif,passé composé,elles ont pu,elles
-oir,pouvoir,indicatif,plus-que-parfait,j'avais pu,je
-oir,pouvoir,indicatif,plus-que-parfait,tu avais pu,tu
-oir,pouvoir,indicatif,plus-que-parfait,elle avait pu,elle
-oir,pouvoir,indicatif,plus-que-parfait,nous avions pu,nous
-oir,pouvoir,indicatif,plus-que-parfait,vous aviez pu,vous
-oir,pouvoir,indicatif,plus-que-parfait,elles avaient pu,elles
-oir,pouvoir,indicatif,futur simple,je pourrai,je
-oir,pouvoir,indicatif,futur simple,tu pourras,tu
-oir,pouvoir,indicatif,futur simple,elle pourra,elle
-oir,pouvoir,indicatif,futur simple,nous pourrons,nous
-oir,pouvoir,indicatif,futur simple,vous pourrez,vous
-oir,pouvoir,indicatif,futur simple,elles pourront,elles
-oir,pouvoir,indicatif,passé simple,je pus,je
-oir,pouvoir,indicatif,passé simple,tu pus,tu
-oir,pouvoir,indicatif,passé simple,elle put,elle
-oir,pouvoir,indicatif,passé simple,nous pûmes,nous
-oir,pouvoir,indicatif,passé simple,vous pûtes,vous
-oir,pouvoir,indicatif,passé simple,elles purent,elles
-oir,pouvoir,subjonctif,présent,je puisse,je
-oir,pouvoir,subjonctif,présent,tu puisses,tu
-oir,pouvoir,subjonctif,présent,elle puisse,elle
-oir,pouvoir,subjonctif,présent,nous puissions,nous
-oir,pouvoir,subjonctif,présent,vous puissiez,vous
-oir,pouvoir,subjonctif,présent,elles puissent,elles
-oir,pouvoir,subjonctif,imparfait,je pusse,je
-oir,pouvoir,subjonctif,imparfait,tu pusses,tu
-oir,pouvoir,subjonctif,imparfait,elle pût,elle
-oir,pouvoir,subjonctif,imparfait,nous pussions,nous
-oir,pouvoir,subjonctif,imparfait,vous pussiez,vous
-oir,pouvoir,subjonctif,imparfait,elles pussent,elles
-oir,pouvoir,subjonctif,passé,j'aie pu,je
-oir,pouvoir,subjonctif,passé,tu aies pu,tu
-oir,pouvoir,subjonctif,passé,elle ait pu,elle
-oir,pouvoir,subjonctif,passé,nous ayons pu,nous
-oir,pouvoir,subjonctif,passé,vous ayez pu,vous
-oir,pouvoir,subjonctif,passé,elles aient pu,elles
-oir,pouvoir,subjonctif,plus-que-parfait,j'eusse pu,je
-oir,pouvoir,subjonctif,plus-que-parfait,tu eusses pu,tu
-oir,pouvoir,subjonctif,plus-que-parfait,elle eût pu,elle
-oir,pouvoir,subjonctif,plus-que-parfait,nous eussions pu,nous
-oir,pouvoir,subjonctif,plus-que-parfait,vous eussiez pu,vous
-oir,pouvoir,subjonctif,plus-que-parfait,elles eussent pu,elles
-ire,écrire,indicatif,présent,j'écris,je
-ire,écrire,indicatif,présent,tu écris,tu
-ire,écrire,indicatif,présent,elle écrit,elle
-ire,écrire,indicatif,présent,nous écrivons,nous
-ire,écrire,indicatif,présent,vous écrivez,vous
-ire,écrire,indicatif,présent,elles écrivent,elles
-ire,écrire,indicatif,imparfait,j'écrivais,je
-ire,écrire,indicatif,imparfait,tu écrivais,tu
-ire,écrire,indicatif,imparfait,il écrivait,il
-ire,écrire,indicatif,imparfait,nous écrivions,nous
-ire,écrire,indicatif,imparfait,vous écriviez,vous
-ire,écrire,indicatif,imparfait,elles écrivaient,elles
-ire,écrire,indicatif,passé composé,j'ai écrit,je
-ire,écrire,indicatif,passé composé,tu as écrit,tu
-ire,écrire,indicatif,passé composé,elle a écrit,elle
-ire,écrire,indicatif,passé composé,nous avons écrit,nous
-ire,écrire,indicatif,passé composé,vous avez écrit,vous
-ire,écrire,indicatif,passé composé,ils ont écrit,ils
-ire,écrire,indicatif,plus-que-parfait,j'avais écrit,je
-ire,écrire,indicatif,plus-que-parfait,tu avais écrit,tu
-ire,écrire,indicatif,plus-que-parfait,elle avait écrit,elle
-ire,écrire,indicatif,plus-que-parfait,nous avions écrit,nous
-ire,écrire,indicatif,plus-que-parfait,vous aviez écrit,vous
-ire,écrire,indicatif,plus-que-parfait,elles avaient écrit,elles
-ire,écrire,indicatif,futur simple,j'écrirai,je
-ire,écrire,indicatif,futur simple,tu écriras,tu
-ire,écrire,indicatif,futur simple,elle écrira,elle
-ire,écrire,indicatif,futur simple,nous écrirons,nous
-ire,écrire,indicatif,futur simple,vous écrirez,vous
-ire,écrire,indicatif,futur simple,ils écriront,ils
-ire,écrire,indicatif,passé simple,j'écrivis,je
-ire,écrire,indicatif,passé simple,tu écrivis,tu
-ire,écrire,indicatif,passé simple,elle écrivit,elle
-ire,écrire,indicatif,passé simple,nous écrivîmes,nous
-ire,écrire,indicatif,passé simple,vous écrivîtes,vous
-ire,écrire,indicatif,passé simple,elles écrivirent,elles
-ire,écrire,subjonctif,présent,j'écrive,je
-ire,écrire,subjonctif,présent,tu écrives,tu
-ire,écrire,subjonctif,présent,il écrive,il
-ire,écrire,subjonctif,présent,nous écrivions,nous
-ire,écrire,subjonctif,présent,vous écriviez,vous
-ire,écrire,subjonctif,présent,elles écrivent,elles
-ire,écrire,subjonctif,imparfait,j'écrivisse,je
-ire,écrire,subjonctif,imparfait,tu écrivisses,tu
-ire,écrire,subjonctif,imparfait,elle écrivît,elle
-ire,écrire,subjonctif,imparfait,nous écrivissions,nous
-ire,écrire,subjonctif,imparfait,vous écrivissiez,vous
-ire,écrire,subjonctif,imparfait,elles écrivissent,elles
-ire,écrire,subjonctif,passé,j'aie écrit,je
-ire,écrire,subjonctif,passé,tu aies écrit,tu
-ire,écrire,subjonctif,passé,il ait écrit,il
-ire,écrire,subjonctif,passé,nous ayons écrit,nous
-ire,écrire,subjonctif,passé,vous ayez écrit,vous
-ire,écrire,subjonctif,passé,elles aient écrit,elles
-ire,écrire,subjonctif,plus-que-parfait,j'eusse écrit,je
-ire,écrire,subjonctif,plus-que-parfait,tu eusses écrit,tu
-ire,écrire,subjonctif,plus-que-parfait,elle eût écrit,elle
-ire,écrire,subjonctif,plus-que-parfait,nous eussions écrit,nous
-ire,écrire,subjonctif,plus-que-parfait,vous eussiez écrit,vous
-ire,écrire,subjonctif,plus-que-parfait,elles eussent écrit,elles
Autres,faire,indicatif,présent,j'ai fait,je
Autres,faire,indicatif,présent,tu fais,tu
Autres,faire,indicatif,présent,elle fait,elle
Autres,faire,indicatif,présent,nous faisons,nous
Autres,faire,indicatif,présent,vous faites,vous
Autres,faire,indicatif,présent,ils font,ils
Autres,faire,indicatif,imparfait,j'avais fait,je
Autres,faire,indicatif,imparfait,tu faisais,tu
Autres,faire,indicatif,imparfait,elle faisait,elle
Autres,faire,indicatif,imparfait,nous faisions,nous
Autres,faire,indicatif,imparfait,vous faisiez,vous
Autres,faire,indicatif,imparfait,elles faisaient,elles
Autres,faire,indicatif,passé composé,j'ai fait,je
Autres,faire,indicatif,passé composé,tu as fait,tu
Autres,faire,indicatif,passé composé,il a fait,il
Autres,faire,indicatif,passé composé,nous avons fait,nous
Autres,faire,indicatif,passé composé,vous avez fait,vous
Autres,faire,indicatif,passé composé,elles ont fait,elles
Autres,faire,indicatif,plus-que-parfait,j'avais fait,je
Autres,faire,indicatif,plus-que-parfait,tu avais fait,tu
Autres,faire,indicatif,plus-que-parfait,elle avait fait,elle
Autres,faire,indicatif,plus-que-parfait,nous avions fait,nous
Autres,faire,indicatif,plus-que-parfait,vous aviez fait,vous
Autres,faire,indicatif,plus-que-parfait,ils avaient fait,ils
Autres,faire,indicatif,futur simple,j'aurai fait,je
Autres,faire,indicatif,futur simple,tu feras,tu
Autres,faire,indicatif,futur simple,elle fera,elle
Autres,faire,indicatif,futur simple,nous ferons,nous
Autres,faire,indicatif,futur simple,vous ferez,vous
Autres,faire,indicatif,futur simple,elles feront,elles
Autres,faire,indicatif,passé simple,j fis,
Autres,faire,indicatif,passé simple,tu fis,tu
Autres,faire,indicatif,passé simple,elle fit,elle
Autres,faire,indicatif,passé simple,nous fîmes,nous
Autres,faire,indicatif,passé simple,vous fîtes,vous
Autres,faire,indicatif,passé simple,ils firent,ils
Autres,faire,subjonctif,présent,je fasse,je
Autres,faire,subjonctif,présent,tu fasses,tu
Autres,faire,subjonctif,présent,elle fasse,elle
Autres,faire,subjonctif,présent,nous fassions,nous
Autres,faire,subjonctif,présent,vous fassiez,vous
Autres,faire,subjonctif,présent,elles fassent,elles
Autres,faire,subjonctif,imparfait,je fisse,je
Autres,faire,subjonctif,imparfait,tu fisses,tu
Autres,faire,subjonctif,imparfait,il fît,il
Autres,faire,subjonctif,imparfait,nous fissions,nous
Autres,faire,subjonctif,imparfait,vous fissiez,vous
Autres,faire,subjonctif,imparfait,elles fissent,elles
Autres,faire,subjonctif,passé,j'aie fait,je
Autres,faire,subjonctif,passé,tu aies fait,tu
Autres,faire,subjonctif,passé,il ait fait,il
Autres,faire,subjonctif,passé,nous ayons fait,nous
Autres,faire,subjonctif,passé,vous ayez fait,vous
Autres,faire,subjonctif,passé,elles aient fait,elles
Autres,faire,subjonctif,plus-que-parfait,j'eusse fait,je
Autres,faire,subjonctif,plus-que-parfait,tu eusses fait,tu
Autres,faire,subjonctif,plus-que-parfait,elle eût fait,elle
Autres,faire,subjonctif,plus-que-parfait,nous eussions fait,nous
Autres,faire,subjonctif,plus-que-parfait,vous eussiez fait,vous
Autres,faire,subjonctif,plus-que-parfait,elles eussent fait,elles
-er,appeler,indicatif,présent,j'appelle,je
-er,appeler,indicatif,présent,tu appelles,tu
-er,appeler,indicatif,présent,elle appelle,elle
-er,appeler,indicatif,présent,nous appelons,nous
-er,appeler,indicatif,présent,vous appelez,vous
-er,appeler,indicatif,présent,elles appellent,elles
-er,appeler,indicatif,imparfait,j'appelais,je
-er,appeler,indicatif,imparfait,tu appelais,tu
-er,appeler,indicatif,imparfait,il appelait,il
-er,appeler,indicatif,imparfait,nous appelions,nous
-er,appeler,indicatif,imparfait,vous appeliez,vous
-er,appeler,indicatif,imparfait,elles appelaient,elles
-er,appeler,indicatif,passé composé,j'ai appelé,je
-er,appeler,indicatif,passé composé,tu as appelé,tu
-er,appeler,indicatif,passé composé,elle a appelé,elle
-er,appeler,indicatif,passé composé,nous avons appelé,nous
-er,appeler,indicatif,passé composé,vous avez appelé,vous
-er,appeler,indicatif,passé composé,ils ont appelé,ils
-er,appeler,indicatif,plus-que-parfait,j'avais appelé,je
-er,appeler,indicatif,plus-que-parfait,tu avais appelé,tu
-er,appeler,indicatif,plus-que-parfait,elle avait appelé,elle
-er,appeler,indicatif,plus-que-parfait,nous avions appelé,nous
-er,appeler,indicatif,plus-que-parfait,vous aviez appelé,vous
-er,appeler,indicatif,plus-que-parfait,elles avaient appelé,elles
-er,appeler,indicatif,futur simple,j'appellerai,je
-er,appeler,indicatif,futur simple,tu appelleras,tu
-er,appeler,indicatif,futur simple,elle appellera,elle
-er,appeler,indicatif,futur simple,nous appellerons,nous
-er,appeler,indicatif,futur simple,vous appellerez,vous
-er,appeler,indicatif,futur simple,ils appelleront,ils
-er,appeler,indicatif,passé simple,j'appelai,je
-er,appeler,indicatif,passé simple,tu appelas,tu
-er,appeler,indicatif,passé simple,elle appela,elle
-er,appeler,indicatif,passé simple,nous appelâmes,nous
-er,appeler,indicatif,passé simple,vous appelâtes,vous
-er,appeler,indicatif,passé simple,elles appelèrent,elles
-er,appeler,subjonctif,présent,j'appelle,je
-er,appeler,subjonctif,présent,tu appelles,tu
-er,appeler,subjonctif,présent,il appelle,il
-er,appeler,subjonctif,présent,nous appelions,nous
-er,appeler,subjonctif,présent,vous appeliez,vous
-er,appeler,subjonctif,présent,elles appellent,elles
-er,appeler,subjonctif,imparfait,j'appelasse,je
-er,appeler,subjonctif,imparfait,tu appelasses,tu
-er,appeler,subjonctif,imparfait,elle appelât,elle
-er,appeler,subjonctif,imparfait,nous appelassions,nous
-er,appeler,subjonctif,imparfait,vous appelassiez,vous
-er,appeler,subjonctif,imparfait,elles appelassent,elles
-er,appeler,subjonctif,passé,j'aie appelé,je
-er,appeler,subjonctif,passé,tu aies appelé,tu
-er,appeler,subjonctif,passé,il ait appelé,il
-er,appeler,subjonctif,passé,nous ayons appelé,nous
-er,appeler,subjonctif,passé,vous ayez appelé,vous
-er,appeler,subjonctif,passé,elles aient appelé,elles
-er,appeler,subjonctif,plus-que-parfait,j'eusse appelé,je
-er,appeler,subjonctif,plus-que-parfait,tu eusses appelé,tu
-er,appeler,subjonctif,plus-que-parfait,elle eût appelé,elle
-er,appeler,subjonctif,plus-que-parfait,nous eussions appelé,nous
-er,appeler,subjonctif,plus-que-parfait,vous eussiez appelé,vous
-er,appeler,subjonctif,plus-que-parfait,elles eussent appelé,elles
-er,acheter,indicatif,présent,tu achètes,tu
-er,acheter,indicatif,présent,elle achète,elle
-er,acheter,indicatif,présent,nous achetons,nous
-er,acheter,indicatif,présent,vous achetez,vous
-er,acheter,indicatif,présent,elles achètent,elles
-er,acheter,indicatif,imparfait,j'achetais,je
-er,acheter,indicatif,imparfait,tu achetais,tu
-er,acheter,indicatif,imparfait,il achetait,il
-er,acheter,indicatif,imparfait,nous achetions,nous
-er,acheter,indicatif,imparfait,vous achetiez,vous
-er,acheter,indicatif,imparfait,elles achetaient,elles
-er,acheter,indicatif,passé composé,j'ai acheté,je
-er,acheter,indicatif,passé composé,tu as acheté,tu
-er,acheter,indicatif,passé composé,elle a acheté,elle
-er,acheter,indicatif,passé composé,nous avons acheté,nous
-er,acheter,indicatif,passé composé,vous avez acheté,vous
-er,acheter,indicatif,passé composé,ils ont acheté,ils
-er,acheter,indicatif,plus-que-parfait,j'avais acheté,je
-er,acheter,indicatif,plus-que-parfait,tu avais acheté,tu
-er,acheter,indicatif,plus-que-parfait,elle avait acheté,elle
-er,acheter,indicatif,plus-que-parfait,nous avions acheté,nous
-er,acheter,indicatif,plus-que-parfait,vous aviez acheté,vous
-er,acheter,indicatif,plus-que-parfait,elles avaient acheté,elles
-er,acheter,indicatif,futur simple,j'achèterai,je
-er,acheter,indicatif,futur simple,tu achèteras,tu
-er,acheter,indicatif,futur simple,elle achètera,elle
-er,acheter,indicatif,futur simple,nous achèterons,nous
-er,acheter,indicatif,futur simple,vous achèterez,vous
-er,acheter,indicatif,futur simple,ils achèteront,ils
-er,acheter,indicatif,passé simple,j'achetai,je
-er,acheter,indicatif,passé simple,tu achetas,tu
-er,acheter,indicatif,passé simple,elle acheta,elle
-er,acheter,indicatif,passé simple,nous achetâmes,nous
-er,acheter,indicatif,passé simple,vous achetâtes,vous
-er,acheter,indicatif,passé simple,elles achetèrent,elles
-er,acheter,subjonctif,présent,j'achète,je
-er,acheter,subjonctif,présent,tu achètes,tu
-er,acheter,subjonctif,présent,il achète,il
-er,acheter,subjonctif,présent,nous achetions,nous
-er,acheter,subjonctif,présent,vous achetiez,vous
-er,acheter,subjonctif,présent,elles achètent,elles
-er,acheter,subjonctif,imparfait,j'achetasse,je
-er,acheter,subjonctif,imparfait,tu achetasses,tu
-er,acheter,subjonctif,imparfait,elle achetât,elle
-er,acheter,subjonctif,imparfait,nous achetassions,nous
-er,acheter,subjonctif,imparfait,vous achetassiez,vous
-er,acheter,subjonctif,imparfait,elles achetassent,elles
-er,acheter,subjonctif,passé,j'aie acheté,je
-er,acheter,subjonctif,passé,tu aies acheté,tu
-er,acheter,subjonctif,passé,il ait acheté,il
-er,acheter,subjonctif,passé,nous ayons acheté,nous
-er,acheter,subjonctif,passé,vous ayez acheté,vous
-er,acheter,subjonctif,passé,elles aient acheté,elles
-er,acheter,subjonctif,plus-que-parfait,j'eusse acheté,je
-er,acheter,subjonctif,plus-que-parfait,tu eusses acheté,tu
-er,acheter,subjonctif,plus-que-parfait,elle eût acheté,elle
-er,acheter,subjonctif,plus-que-parfait,nous eussions acheté,nous
-er,acheter,subjonctif,plus-que-parfait,vous eussiez acheté,vous
-er,acheter,subjonctif,plus-que-parfait,elles eussent acheté,elles
-er,répéter,indicatif,présent,tu répètes,tu
-er,répéter,indicatif,présent,elle répète,elle
-er,répéter,indicatif,présent,nous répétons,nous
-er,répéter,indicatif,présent,vous répétez,vous
-er,répéter,indicatif,présent,elles répètent,elles
-er,répéter,indicatif,imparfait,j'avais répété,je
-er,répéter,indicatif,imparfait,tu répétais,tu
-er,répéter,indicatif,imparfait,il répétait,il
-er,répéter,indicatif,imparfait,nous répétions,nous
-er,répéter,indicatif,imparfait,vous répétiez,vous
-er,répéter,indicatif,imparfait,elles répétaient,elles
-er,répéter,indicatif,passé composé,j'ai répété,je
-er,répéter,indicatif,passé composé,tu as répété,tu
-er,répéter,indicatif,passé composé,elle a répété,elle
-er,répéter,indicatif,passé composé,nous avons répété,nous
-er,répéter,indicatif,passé composé,vous avez répété,vous
-er,répéter,indicatif,passé composé,ils ont répété,ils
-er,répéter,indicatif,plus-que-parfait,j'avais répété,je
-er,répéter,indicatif,plus-que-parfait,tu avais répété,tu
-er,répéter,indicatif,plus-que-parfait,elle avait répété,elle
-er,répéter,indicatif,plus-que-parfait,nous avions répété,nous
-er,répéter,indicatif,plus-que-parfait,vous aviez répété,vous
-er,répéter,indicatif,plus-que-parfait,elles avaient répété,elles
-er,répéter,indicatif,futur simple,j répéterai,
-er,répéter,indicatif,futur simple,tu répéteras,tu
-er,répéter,indicatif,futur simple,elle répétera,elle
-er,répéter,indicatif,futur simple,nous répéterons,nous
-er,répéter,indicatif,futur simple,vous répéterez,vous
-er,répéter,indicatif,futur simple,ils répéteront,ils
-er,répéter,indicatif,passé simple,je répétai,je
-er,répéter,indicatif,passé simple,tu répétas,tu
-er,répéter,indicatif,passé simple,elle répéta,elle
-er,répéter,indicatif,passé simple,nous répétâmes,nous
-er,répéter,indicatif,passé simple,vous répétâtes,vous
-er,répéter,indicatif,passé simple,elles répétèrent,elles
-er,répéter,subjonctif,présent,je répète,je
-er,répéter,subjonctif,présent,tu répètes,tu
-er,répéter,subjonctif,présent,il répète,il
-er,répéter,subjonctif,présent,nous répétions,nous
-er,répéter,subjonctif,présent,vous répétiez,vous
-er,répéter,subjonctif,présent,elles répètent,elles
-er,répéter,subjonctif,imparfait,je répétasse,je
-er,répéter,subjonctif,imparfait,tu répétasses,tu
-er,répéter,subjonctif,imparfait,elle répétât,elle
-er,répéter,subjonctif,imparfait,nous répétassions,nous
-er,répéter,subjonctif,imparfait,vous répétassiez,vous
-er,répéter,subjonctif,imparfait,elles répétassent,elles
-er,répéter,subjonctif,passé,j'aie répété,je
-er,répéter,subjonctif,passé,tu aies répété,tu
-er,répéter,subjonctif,passé,il ait répété,il
-er,répéter,subjonctif,passé,nous ayons répété,nous
-er,répéter,subjonctif,passé,vous ayez répété,vous
-er,répéter,subjonctif,passé,elles aient répété,elles
-er,répéter,subjonctif,plus-que-parfait,j'eusse répété,je
-er,répéter,subjonctif,plus-que-parfait,tu eusses répété,tu
-er,répéter,subjonctif,plus-que-parfait,elle eût répété,elle
-er,répéter,subjonctif,plus-que-parfait,nous eussions répété,nous
-er,répéter,subjonctif,plus-que-parfait,vous eussiez répété,vous
-er,répéter,subjonctif,plus-que-parfait,elles eussent répété,elles
Autres,boire,indicatif,présent,je bois,je
Autres,boire,indicatif,présent,tu bois,tu
Autres,boire,indicatif,présent,elle boit,elle
Autres,boire,indicatif,présent,nous buvons,nous
Autres,boire,indicatif,présent,vous buvez,vous
Autres,boire,indicatif,présent,elles boivent,elles
Autres,boire,indicatif,imparfait,je buvais,je
Autres,boire,indicatif,imparfait,tu buvais,tu
Autres,boire,indicatif,imparfait,il buvait,il
Autres,boire,indicatif,imparfait,nous buvions,nous
Autres,boire,indicatif,imparfait,vous buviez,vous
Autres,boire,indicatif,imparfait,elles buvaient,elles
Autres,boire,indicatif,passé composé,j'ai bu,je
Autres,boire,indicatif,passé composé,tu as bu,tu
Autres,boire,indicatif,passé composé,elle a bu,elle
Autres,boire,indicatif,passé composé,nous avons bu,nous
Autres,boire,indicatif,passé composé,vous avez bu,vous
Autres,boire,indicatif,passé composé,ils ont bu,ils
Autres,boire,indicatif,plus-que-parfait,j'avais bu,je
Autres,boire,indicatif,plus-que-parfait,tu avais bu,tu
Autres,boire,indicatif,plus-que-parfait,elle avait bu,elle
Autres,boire,indicatif,plus-que-parfait,nous avions bu,nous
Autres,boire,indicatif,plus-que-parfait,vous aviez bu,vous
Autres,boire,indicatif,plus-que-parfait,elles avaient bu,elles
Autres,boire,indicatif,futur simple,je boirai,je
Autres,boire,indicatif,futur simple,tu boiras,tu
Autres,boire,indicatif,futur simple,elle boira,elle
Autres,boire,indicatif,futur simple,nous boirons,nous
Autres,boire,indicatif,futur simple,vous boirez,vous
Autres,boire,indicatif,futur simple,ils boiront,ils
Autres,boire,indicatif,passé simple,je bus,je
Autres,boire,indicatif,passé simple,tu bus,tu
Autres,boire,indicatif,passé simple,elle but,elle
Autres,boire,indicatif,passé simple,nous bûmes,nous
Autres,boire,indicatif,passé simple,vous bûtes,vous
Autres,boire,indicatif,passé simple,elles burent,elles
Autres,boire,subjonctif,présent,je boive,je
Autres,boire,subjonctif,présent,tu boives,tu
Autres,boire,subjonctif,présent,il boive,il
Autres,boire,subjonctif,présent,nous buvions,nous
Autres,boire,subjonctif,présent,vous buviez,vous
Autres,boire,subjonctif,présent,elles boivent,elles
Autres,boire,subjonctif,imparfait,je busse,je
Autres,boire,subjonctif,imparfait,tu busses,tu
Autres,boire,subjonctif,imparfait,elle bût,elle
Autres,boire,subjonctif,imparfait,nous bussions,nous
Autres,boire,subjonctif,imparfait,vous bussiez,vous
Autres,boire,subjonctif,imparfait,elles bussent,elles
Autres,boire,subjonctif,passé,j'aie bu,je
Autres,boire,subjonctif,passé,tu aies bu,tu
Autres,boire,subjonctif,passé,il ait bu,il
Autres,boire,subjonctif,passé,nous ayons bu,nous
Autres,boire,subjonctif,passé,vous ayez bu,vous
Autres,boire,subjonctif,passé,elles aient bu,elles
Autres,boire,subjonctif,plus-que-parfait,j'eusse bu,je
Autres,boire,subjonctif,plus-que-parfait,tu eusses bu,tu
Autres,boire,subjonctif,plus-que-parfait,elle eût bu,elle
Autres,boire,subjonctif,plus-que-parfait,nous eussions bu,nous
Autres,boire,subjonctif,plus-que-parfait,vous eussiez bu,vous
Autres,boire,subjonctif,plus-que-parfait,elles eussent bu,elles
-er,aller,indicatif,présent,je vais,je
-er,aller,indicatif,présent,tu vas,tu
-er,aller,indicatif,présent,elle va,elle
-er,aller,indicatif,présent,nous allons,nous
-er,aller,indicatif,présent,vous allez,vous
-er,aller,indicatif,présent,elles vont,elles
-er,aller,indicatif,imparfait,j'allais,je
-er,aller,indicatif,imparfait,tu allais,tu
-er,aller,indicatif,imparfait,il allait,il
-er,aller,indicatif,imparfait,nous allions,nous
-er,aller,indicatif,imparfait,vous alliez,vous
-er,aller,indicatif,imparfait,elles allaient,elles
-er,aller,indicatif,passé composé,je suis allé,je
-er,aller,indicatif,passé composé,tu es allé,tu
-er,aller,indicatif,passé composé,elle est allée,elle
-er,aller,indicatif,passé composé,nous sommes allés,nous
-er,aller,indicatif,passé composé,vous êtes allés,vous
-er,aller,indicatif,passé composé,ils sont allés,ils
-er,aller,indicatif,plus-que-parfait,j'étais allé,je
-er,aller,indicatif,plus-que-parfait,tu étais allé,tu
-er,aller,indicatif,plus-que-parfait,elle était allée,elle
-er,aller,indicatif,plus-que-parfait,nous étions allés,nous
-er,aller,indicatif,plus-que-parfait,vous étiez allés,vous
-er,aller,indicatif,plus-que-parfait,elles étaient allées,elles
-er,aller,indicatif,futur simple,j'irai,je
-er,aller,indicatif,futur simple,tu iras,tu
-er,aller,indicatif,futur simple,elle ira,elle
-er,aller,indicatif,futur simple,nous irons,nous
-er,aller,indicatif,futur simple,vous irez,vous
-er,aller,indicatif,futur simple,ils iront,ils
-er,aller,indicatif,passé simple,j'allai,je
-er,aller,indicatif,passé simple,tu allas,tu
-er,aller,indicatif,passé simple,elle alla,elle
-er,aller,indicatif,passé simple,nous allâmes,nous
-er,aller,indicatif,passé simple,vous allâtes,vous
-er,aller,indicatif,passé simple,elles allèrent,elles
-er,aller,subjonctif,présent,j'aille,je
-er,aller,subjonctif,présent,tu ailles,tu
-er,aller,subjonctif,présent,il aille,il
-er,aller,subjonctif,présent,nous allions,nous
-er,aller,subjonctif,présent,vous alliez,vous
-er,aller,subjonctif,présent,elles aillent,elles
-er,aller,subjonctif,imparfait,j'allasse,je
-er,aller,subjonctif,imparfait,tu allasses,tu
-er,aller,subjonctif,imparfait,elle allât,elle
-er,aller,subjonctif,imparfait,nous allassions,nous
-er,aller,subjonctif,imparfait,vous allassiez,vous
-er,aller,subjonctif,imparfait,elles allassent,elles
-er,aller,subjonctif,passé,je sois allé,je
-er,aller,subjonctif,passé,tu sois allé,tu
-er,aller,subjonctif,passé,elle soit allée,elle
-er,aller,subjonctif,passé,nous soyons allés,nous
-er,aller,subjonctif,passé,vous soyez allés,vous
-er,aller,subjonctif,passé,elles soient allées,elles
-er,aller,subjonctif,plus-que-parfait,je fusse allé,je
-er,aller,subjonctif,plus-que-parfait,tu fusses allé,tu
-er,aller,subjonctif,plus-que-parfait,elle fût allée,elle
-er,aller,subjonctif,plus-que-parfait,nous fussions allés,nous
-er,aller,subjonctif,plus-que-parfait,vous fussiez allés,vous
-er,aller,subjonctif,plus-que-parfait,elles fussent allées,elles
-ir,venir,indicatif,présent,je viens,je
-ir,venir,indicatif,présent,tu viens,tu
-ir,venir,indicatif,présent,elle vient,elle
-ir,venir,indicatif,présent,nous venons,nous
-ir,venir,indicatif,présent,vous venez,vous
-ir,venir,indicatif,présent,elles viennent,elles
-ir,venir,indicatif,imparfait,je venais,je
-ir,venir,indicatif,imparfait,tu venais,tu
-ir,venir,indicatif,imparfait,il venait,il
-ir,venir,indicatif,imparfait,nous venions,nous
-ir,venir,indicatif,imparfait,vous veniez,vous
-ir,venir,indicatif,imparfait,elles venaient,elles
-ir,venir,indicatif,passé composé,je suis venu,je
